latitude,rating,url,name,longitude
42.94519,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408707-Reviews-Lunetta_s_Restaurant-Buffalo_New_York.html,Lunetta's Restaurant,-78.76709
42.87171,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408560-Reviews-Diva_s_Pizzeria-Buffalo_New_York.html,Diva's Pizzeria,-78.79795
42.899345,3.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d408572-Reviews-Towne_Restaurant-Buffalo_New_York.html,Towne Restaurant,-78.87691
42.95458,4.5,https://www.tripadvisor.com/Restaurant_Review-g60974-d857485-Reviews-Hanna_Ice_Cream_Place-Buffalo_New_York.html,Hanna Ice Cream Place,-78.85923
42.97099,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4255459-Reviews-Subway-Buffalo_New_York.html,Subway,-78.69684
42.894974,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d3652778-Reviews-Kaydara_Noodle_Bar-Buffalo_New_York.html,Kaydara Noodle Bar,-78.87077
42.89121,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4921623-Reviews-Destini_s_Pizza-Buffalo_New_York.html,Destini's Pizza,-78.8766
42.85541,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408742-Reviews-Leo_s_Pizzeria-Buffalo_New_York.html,Leo's Pizzeria,-78.80981
42.99314,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d5008430-Reviews-The_U-Buffalo_New_York.html,The U,-78.80465
42.93254,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4659209-Reviews-Bianca_s_Pizza_Place-Buffalo_New_York.html,Bianca's Pizza Place,-78.72706
42.89375,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d2183434-Reviews-Chow_Chocolat-Buffalo_New_York.html,Chow Chocolat,-78.87175
42.952415,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4983076-Reviews-Vin_Chet_Pastry_Shop-Buffalo_New_York.html,Vin-Chet Pastry Shop,-78.77897
